publishedAt,authorDisplayName,textDisplay,likeCount
2022-11-19T07:46:12Z,Shitie 121282,densu hebat...,1
2022-11-19T07:45:16Z,Eka Yuliani,Dok terimakasih telah menginspirasi dan mengedukasi wanita Indonesia untuk lebih cerdas lagi ❤<br>Semoga sukses dan sehat selalu dr. richard 🥰,7
2022-11-19T07:43:01Z,Nova Waras,"Mungkin kalo nonton ini kesannya dr Ricard ini pemarah, dendam ,sombong, tapi ini masih masa nya, masih fasenya, kebanyakan orang juga bakalan gitu, tapi kalo udah sembuh pasti dia menyesali kemarahan nya, dia bakalan jadi pribadi yg lebih baik",0
2022-11-19T07:40:25Z,Adminah,"Habis video ini, karput tlvon densu lagi gak yah, pengin di undang lucu karput",0
2022-11-19T07:38:24Z,hobinya Gilang,Di wakanda tuh kalau udah sampai di bawa ke kantor polisi walaupun lu ga salah tetep bakal kuar duit untuk kantong nya polisi sendiri.,0
2022-11-19T07:38:21Z,Alifia Syalsabila,"Baru kali ini nonton podcast denny sumargo, banyak value baik yang bisa diambil, bagus pula ga judge tapi berusaha buat dr ga tenggelam dalam masalah, dan ga terlinat masalah lagi 👏👏",1
2022-11-19T07:37:16Z,dwinda alifa,Saya bukan akun bodong <br>Saya muslim tapi saya dukung dr richard yang akhirnya menang,1
2022-11-19T07:36:33Z,Rafika Ayu,Apa kabar tuh krim helwa 👀,0
2022-11-19T07:35:56Z,pstar7,Karput karput anda ini wanita macam apa amit2 yallah ko ada muslimah macam anda ampe nyruh pengacara buat maksa dr meng iyakan ngeri betina 1 ini,1
2022-11-19T07:33:01Z,perfuent ufuhemu,tidak semua bg itu mencerminkan prilaku seseorang . semangat dokter richard 🔥🔥🔥,0
2022-11-19T07:31:32Z,Bella Ellen folanita,"KP mna nih kok gk nongol,",0
2022-11-19T07:31:12Z,Budi Utomo,"Densu Please dengerin dulu kalo ada org cerita, jgn di putus2",0
2022-11-19T07:30:50Z,Sorin Markov,hotman forever lah<br><br>yg lain noooooooo!!!!!!,0
2022-11-19T07:30:29Z,Lia Silvia,Senang Alhamdulillah dr.richard bebas.... 🙏❤️,1
2022-11-19T07:30:02Z,Tari Te,Dengerin sampe selesai enak banget,0
2022-11-19T07:28:28Z,Edy zen,"Tenang aja Pak Dr Richard Lee, nitizen dan masyarakat 62+  saya jamin bergaransi sudah cerdas2 bisa membedakan mana pihak yg benar dan tidak. 😌",0
2022-11-19T07:27:37Z,Fitzal Asfamuzakfar,"Tuntut balik saja dok, biar si karput juga bisa diatas angin, sombong katanya hijrah namun sikap ya Tak mencerminkan ahlaq yg baik",0
2022-11-19T07:25:31Z,cimoooooneko28,Benci banget sama si KP!!!!!,1
2022-11-19T07:25:18Z,Steve Moses,"Menurut seorg detektif dan penulis<br>buku bernama J warner wallace, disetiap kasus hukum, cuma ada tiga faktor. Seks, duit dan kuasa. Saya tersentuh bila dr richard bilang dia susah memaafkan org yg membuat dia smpai ditahan dan sebagainya, tetapi di satu sisi dia juga tidak sanggup skiranya si pelaku dipenjara. Saya berasumsi si richard bukan di pihak yang menginginkan 3 faktor menurut si J warner wallace tdi, jadi mohon netizen indonesia juga punya berfikiran jernih dan tenang dalam hal ini. Let they do what they have to do wthout putting any more pressure. Dua2 nya pasti punya salah dan benar masing2 tapi saya percaya orang menyukai damai orang yang sedar bahwa Tuhan mengasihi setiap gambaran ciptaannya. Salam damai dri malaysia",0
2022-11-19T07:25:11Z,Vidiya Kresnawati,"Gw yg ngikutin dari awal ni heboh, smpe yg video tabayyun2 apalah itu gw nnton dr awal smpe akhir no skip2 dan cuma bisa geleng2 kepala ga habis pikir sama si cewek. Gw cewek, kdg gamau kalah, tp ga gtu2 amattt mbakk. Lu sndri yg membangun image buruk ke netizen tp nyalahin dr richard kan opo bgt lahh 😑 podcast sana sini jawabannya berubah2, yg ama bang hotman d tv itu jg anehh ga nyambung. Bgtu nyuruh netizen stop, pdhl lu sndri yg membangun image jelek",0
2022-11-19T07:23:18Z,Yulia Melyanda Sim,Dr. Richard orang yang cerdas bahkan untuk merdiskusi mengobati mentalnya pun ia tau harus berbicara kepada siapa. Tetap semangat dr. Richard semoga Tuhan senantiasa bersamamu,1
2022-11-19T07:20:31Z,Abidzar Ghazian,dokter richard untuk indonesia yg lebih glowing,0
2022-11-19T07:20:27Z,Wizy Raline,reaksi kp gmn ya liat dr Richard bebas,0
2022-11-19T07:17:58Z,A.M Oossoop,"Gw mau nanya bang, semoga dibaca ya sama adminnya.<br>Dr. Richard kan bilang sudah minta tolong ke habib, bisa diperjelas gak habib nya itu sang suami atau habib lain?<br>Karena menurut saya dr juga gak detail menjelaskan siapa habib yg dimaksud. Thx bang",0
2022-11-19T07:16:31Z,Sri Endang,Dr awal q kurang suka SM KP🙏🙏,0
2022-11-19T07:16:06Z,Karsim Paknyak,Baik dan buruknya seseorang itu bukan siapa dia dan apa agamanya.seharusnya karput bertrimakasih karena sudah di ingatkan dr lee,1
2022-11-19T07:20:07Z,Dora Diego,"Ka jangan bawa nama orangnya, inisial aja 🙏",0
2022-11-19T07:11:47Z,Ayu Lestari,Sebagai seorang muslim yang berfikir dan tau dari pertama kali masalah ini muncul saya yakin mereka mendukung dokter Richard dan setelah 2 Tahun akhirnya Tuhan menunjukkan kebenarannya. Selamat dokter dan tetap semangat mengedukasi masyarakat terutama wanita Indonesia,491
2022-11-25T19:56:11Z,Riz al,Kenapa bawa² nama atas agama segala dah,0
2022-11-24T20:01:19Z,Sunday♡,"@Jenie sabar c 😂 itu sama2 ga waras mrk . yg ngaku2 kristen komen nya jg agak2 , yg blsin nya itu jg sama aja .",0
2022-11-24T13:03:19Z,Jenie,"@Koment Netizyn Napa kau bawa2 kristen, trus kalau saya bilang islam boleh kawin berkali2 ga papa dong",1
2022-11-22T13:26:25Z,Free Style,@Flo Wahyuni taik kucing,0
2022-11-22T13:23:37Z,Flo Wahyuni,"@Free Style lu jg bkn kristen, ga ush bw2 agama , kliatan bgt pncitraan 🤣",1
2022-11-19T07:07:25Z,Bagasx Coto,Lawan donx dr. Li <br>Kami medukung mu 😍 uraaaaa,0
2022-11-19T07:07:04Z,Wahyu Channel,Denger cerita Dr.lee ngeriii ya Gaaeesss.. hemmmm,0
2022-11-19T07:06:30Z,Janelsya Putri,Parah juga tu perempuan sadis bgt,0
2022-11-19T07:06:30Z,Obeu Hasan,"bener dok, nama baik dokter ga rusak dimata orang2 yang sayang sama dokter. lu keren banget dok.",1
2022-11-19T07:05:40Z,Ass Face,"<a href=""https://www.youtube.com/watch?v=mve26ZiedmA&amp;t=53m33s"">53:33</a> betul, karena produk2 athena berkualitas dan tidak murah jadi hanya orang2 tertentu yg akan beli dan paham manfaatnya, jadi mau viral apa gak gak seberepa ngaruj kek nya sama penjualan athena. Lain lagi kalo brand2 baru🤣",0
2022-11-19T07:05:12Z,wahyu anita,"Alhamdulillah menang Dok,,, biarlah waktu yang menyembuhkan luka mu ,, sehat selalu",0
2022-11-19T07:04:02Z,Suhartini,"Selamat ya dok karena rendah hati anda menang, semoga yg sombong segera menangis.. Ga pengen ngomong jelek soal tuh perempuan biar yg lain aja yg mewakili..",0
2022-11-19T07:03:43Z,Jehsae Business,Densu tu sll mendengarkan kalo narasumber ngomong ga kayak yg lain..malah ngobrol sndiri,0
2022-11-19T07:02:51Z,Dora Diego,Om denny di takedown bole ga saya takut deh malah jadi boomerang buat dr.richard 😭,0
2022-11-19T07:01:34Z,KNZ,Mantab 👍,0
2022-11-19T07:00:23Z,inna maulina,"Gue gak tau prosedur polisi dlm penangkapan. Tp apakah memang seperti itu ?? Pdhl klo diliat dr cerita dr richard, bisa kok dia kooperatif. Tp perjanjian penyidik dr awal tidak sesuai. Bahkan dokter gk bisa didampingi oleh pengacara. Tdk ada informasi bahwa akan ada penangkapam, tiba2 dipaksa bawa ke jakarta. Tolong dong, petinggi polisi, apakah ini dibenarkan ?<br>Udh bnyk bgt kasus polisi menyeruak. ditambah ini, makin2 kepercayaan masyarakat kpd polisi menurun.",0
2022-11-19T07:00:19Z,Frida Hanurita,"Saya adalah salah satu wanita yg terselamatkan kesehatan kulitnya dari konter dr lee, ya sembuh dari efek cream abal&quot; itu susah setengah mati gk cuma susah tapi juga MUAHALLL tapi alhamdulilah akhirnya aku bebas dari efek cream abal abal cap 🐶 ya blm 100% tapi juauh lebih baik , sekali lagi trimakasi dokter semoga apa yg sudah dokter lakukan menjadi amal jariah untuk dokter trimakasi sudah sangat membantu terutama untuk saya yg langsung merasakan efek edukasi dokter.",0
2022-11-19T06:59:44Z,zahrotul Wardah,dokter Richard pipis mungkin karena saking panik dn takut,0
2022-11-19T06:57:02Z,Jati Trenggono,"Dr. Richard its a part of your journey, I love your act and podcast.... Since dukun dan pesulap merah case.... You have my love 4 what you&#39;ve done.... Keep up.... Never stop...wish you the best for your health....and success....",0
2022-11-19T06:55:27Z,Dwi puji Lestari,Kalau yg hate coment dr richard paling pemakai atau penjual krim abal2🤭,0
2022-11-19T06:54:39Z,Dian Aulia,"Apaan sih yang di dapet si karput setelah selesai kayak gini? Apa susahnya saling memaafkan, Allah aja maha pemaaf, masa dia yg cuma seorang hamba biasa bukan nabi bukan rosul sulit banget buat damai, sekarang Dr Richard udah menang kalo masih diperpanjang keterlaluan banget sih ini mak mak 😒",0
2022-11-19T06:54:08Z,Indra Leimer,Dulu saya gk tau apa itu hydroquinon soalnya saya gk into skin care an tapi karena dr richard saya jadi tau dan lebih waspada kalo suatu saat ingin gunakan skincare .<br>Mungkin dr richard gk tercemar nama baiknya tapi bagaimana dengan mental damage yg dr richard alami ??,1
2022-11-19T06:53:17Z,Bayu Pratama,"Menurut gw wajar seorang Dr Richard merasa senang bisa berpengaruh dan membantu orang, karena itu adalah naluri seorang Dokter",8
2022-11-19T06:52:54Z,Dora Diego,"Takut banget sama hukum disini, orang yang gada koneksi bisa seenaknya diteken",0
2022-11-19T06:52:00Z,Ria Lugina,"tetap semangat mengedukasi ya dok 🙏🏻, saya salah seorang yg ngikutin kasus dokter, ikut seneng dgrnya akhirnya yg gk salah menang 🙏🏻",0
2022-11-19T06:51:44Z,Ikhsan Ramadhan,Laporan balik dok secara pidana dan perdata,0
2022-11-19T06:51:06Z,Vivi Farel,"Alhamdulillah dok sekarang saya orang yg ikut merasakan kesenangan dan kebahagiaan atas menangnya Prapid atas kasus dgn si karpet itu, nama dokter Richard Lee harus di pulihkan dan orang yg telah dzalim harus ikut juga merasakan apa yg dokter Richard rasakan 2 Tahun ini!",2
2022-11-19T06:48:04Z,kang idad 93 channel,Mendapat ilmu dari podcas ini. Tentang ketetapan tuhan. Pada akhirnya tuhan akan memenangkan yg benar🙏,0
2022-11-19T06:47:51Z,dewi astari,Densu kok disini agak gimana deh..,0
2022-11-19T06:47:19Z,Batam Folk,"Dr richard orang baik ,, semoga banyak oarang baik kedepannya",0
2022-11-19T06:44:29Z,Dora Diego,"Tuhan ga tidur dan Tuhan selalu bersama orang benar, seberapa besar pun orang coba buat jatuhin selama ada Tuhan mereka bakal baik&quot; aja. Jangan lupa untuk ibadah ya dok",0
2022-11-19T06:44:25Z,Lidya,Semangat dokter kami semua sayang dokter,0
2022-11-19T06:44:17Z,Ayu Ardianti,Yg jd pertanyaan siapa klinik saingan athena yg jg ckup kenal dkat dg dr Richard lee,1
2022-11-19T06:43:13Z,tariram,"Semoga @dr.Richard Lee semakin sukses dan bahagia.<br><br>Istri saya ada permasalahan di muka, mudah-mudahan ada rezekinya untuk bisa datang ke klinik dokter dan konsultasi langsung ke dr.Lee.. Aaaminn.",0
2022-11-19T06:41:09Z,Bagas Bimantara,Dari awal melihat mengamati perkembangan kasus ini sudahbtidak masuk akal ada orang yang membongkar kasus ilegal dan abal abal malah di pidana,1
2022-11-19T06:40:57Z,Bagasx Coto,Keren ni 😍,0
2022-11-19T06:39:54Z,mohamad arief,kp  siapa?<br> semngat doketr ricard<br> w  pribadi tetep postip ama lho,0
2022-11-19T06:39:29Z,Meigie Auriska,"Semangat dok, review dokter berguna buat kita yg ga ngerti kandungan2 apa aja yg berbahaya didlm cream Abal Abal &lt;3",0
2022-11-19T06:37:56Z,Arell Rachmawati,dih dihhh sumpaaa baru paham sampe ditengahin sama habib pun masih keras kepala kaya gituu haduhh mbaa mbaaa,1
2022-11-19T06:37:52Z,Ramdzar Channel 243,Support,0
2022-11-19T06:35:18Z,Nova Waras,"Dimana mana pada teriak dan berkedok HAM, tapi ada sel penjara begitu mau tidur pun susah. Dimana HAM nya.",0
2022-11-19T06:35:12Z,meydh,"Pantesan aja si oneh diem diem bae di ig ga respont apa2 setelah kalah ,biasanya dikit aje dr lee bikin story langsung dibls ama yg onoh 😆",0
2022-11-19T06:33:24Z,cuman buat senang senang,POLISI BEBAN,0
2022-11-19T06:32:59Z,Silvia Steffani,Iya bang densu.. Saya jg seorg dokter.. Memank seorg dokter sangat seneng banget ktk pasien sembuh karena kita bantu banyak org.. Ad kesenjangan tersendiri.. Dn hanya dokter yg bs rasain.. Mungkin bagi org lain aneh atau apa lah.. Tp memank gthu bang den,0
2022-11-19T06:30:17Z,Ranz dxt,Terus yang jual cream Abal2 gmn ya hallo kok tidak ada kabar nya ya? Emang yang jual tidak bersalah ya?,1
2022-11-19T06:30:02Z,Indria Made,Alhamdulillah dokter 🙏,0
2022-11-19T06:29:47Z,Gentar Idris Samtidar,Saran dari saya hanya ada di Islam adanya. terlepas dr minta maaf atau tidak. intinya Ikhlas. bebaskan dari semua fikiran negatif.,0
2022-11-19T06:29:40Z,MALFIKQ,Mungkin Sebenarnya si Ka.p..ret juga tau kalau yg dia lakukan salah hanya saja rasa Ego didalam dirinya yg masih tinggi sehingga dia mengabaikan efek Positif yg akan dia dapat jika mau menerima keadaan dirinya yg salah.,1
2022-11-19T06:29:22Z,Nur fitriyani,Macem sang ah di pilm little women kan ya,0
2022-11-19T06:28:03Z,Sildo Ares,Itulah bedanya bg deni dan ko richard. Bg deni ngonten buat duit doang😂 kalo ko richard ngonten buat minterin org biar pakai skincare yg BPOM,0
2022-11-19T06:26:04Z,Dapur Lady,Ohh emang pendendam yah,0
2022-11-19T06:25:47Z,Putri Ayu,"smgt dok tuhan pasti lihat apa yang sedang terjadi , tuhan ga tidur dok",0
2022-11-19T06:25:01Z,Angel Azwi Grace,TOLONG KASUSIN POLISI2 NYA JUGAAAAAAAAAAA,1
2022-11-19T06:25:00Z,Silvia Steffani,"Dok richard.. Saya bukan sok rohani.. Tapi boleh d coba, ktk dokter yg membantu diri dokter utk memaafkan org itu.. Dan berbalik kita lihat bahwa Tuhan sudah banyak memaafkan diri kita.. Saya rasa kasih Tuhan pasti akan memulihkan dokter.. Karena ad ayat firman Tuhan, Ulangan31: 8 &quot; Sebab Tuhan, Dia sendiri akan berjalan didepanmu,  Dia sendiri akan menyertai engkau, Dia tidak akan membiarkan engkau dan tidak akan meninggalkan engkau. Jangan lah takut dan jangan lah patah hati&quot;. <br>Inget dok, ad di matius6 : 14-15 &quot;karena jikalau kamu mengampuni kesalahan orang,  Bapamu yang di sorga akan mengampuni mu juga. Tetapi jikalau kamu tidak mengampuni orang, Bapamu di sorga juga tidak akan mengampuni mu&quot;.. <br>Saya bukan sok2an mau menasehati.. Tapi karena saya tidak mau dokter yg kami senangi salah melangkah.. Dan teta d berkati Tuhan.. Utk sh artis, biar itu urusannya Tuhan.. Semangat dokter",1
2022-11-19T06:24:50Z,NonAyu,Selamat dokter aq udah mengira dari awal kasus dokter ga salah,0
2022-11-19T06:23:18Z,Wijaya Ahmad,"Dr. Richard is <b>GOOD PERSON</b><br>Tp y kmbli lg ujung2nya ketika keju2ran vs <b>BISNIS BESAR</b> y pastinya <b>HIGH RISK</b><br>Apapun lah yg mau direview, mau produk-politik y <b>HEAD TO HEAD with BISNIS+ORANG BESAR</b> hrs siap dgn <b>KONSEKWENSI DIKERJAI</b><br>Semangat Dok👍👍👍👍👍",0
2022-11-19T06:22:56Z,fie hasibuan,"semoga yang sudah di lalui dr richard kedepannya semakin baik dan makin bersinar,,, sehat2 densu dan istri,, dr richard dan istri,, telah banyak membantu wanita indonesia",1
2022-11-19T06:22:18Z,Elka Berliana,Apa gak malu ya pihak sono aku sih dari awal mendukung dr richard lee,0
2022-11-19T06:21:02Z,Gentar Idris Samtidar,Jika Dr Richard Lee merasa tercemar nama baiknya lapor balik lg aja. spy bs merasakan gmn rasanya tidur di penjara. jd win win solution. adilkan?,0
2022-11-19T06:20:09Z,Dyka Alviz,Oh jd Om Ded ngambek 🙃,0
2022-11-19T07:03:39Z,cuman buat senang senang,Lah apa hubungannya,0
2022-11-19T06:20:07Z,sapi tanah jawa,"Perempuan sakit jangan di ladenin dok, lagian heran suaminya ulama MSA ga bsa nasehatin",1
2022-11-19T06:17:18Z,annisa eyesha,"Dok gak perlu Dok pengembalian nama baik.<br>Buat saya dan saya yakin buat banyak org, saya malah mikir nama Dokter harum banget loh..<br>Malah Dokter masuk penjara buat saya merasa the real hero pengen dihancurin. Alias dg Dokter dipenjara malah bikin saya tambah kagum. Secara bisnis? Itu hanya tertunda.  Dan Tuhan save the best for last. Semoga Dokter tetap bs kuat utk jd Richard Lee yg selalu berada di pihak kami, wanita yg ingin kulit sehat bebas kanker..<br>Ini bs jd cerita di forum internasional loh Dok bahwa ada seseorang yg Namanya Richard Lee yg ada di pihak Kami. Yg mudah2an bs dicontoh oleh dunia medis aestetic lainnya",0
2022-11-19T06:15:51Z,Republik Kiki Channel,lovee youuu buat dokter sekeluarga 😍🥰,0
2022-11-19T06:13:04Z,Sikho's Garden,Abis ini KP pasti lgsung maksa minta d undang d podcast wkakakaa....,0
2022-11-19T06:12:08Z,shareefa queeny,semangat dok..,0
2022-11-19T06:11:02Z,IttihadulMuslimin_Channel,Saya dukung mbak KP sebab dia muslim dan suami dia orang luar biasa yaitu habib loh jangan macam macam,0
2022-11-21T19:36:54Z,Naya Diza23,"Mabok habib, mabok agama. Serah elu dah",0
2022-11-21T02:54:32Z,IttihadulMuslimin_Channel,@Naya Diza23 terserah gua lah intinya para habaib itu mulia dimata gua mereka itu dijamin sudah sama kakek mereka yaitu nabi Muhammad mereka akan masuk syurga jadi berhubungan mbak kp istri habib maka saya dukung dia,0
2022-11-20T21:27:32Z,Naya Diza23,Kok malah bawa² keyakinan. Hadeh ....🤦,0
2022-11-19T06:09:59Z,Arzaquna Manggala,Ternyata ada yang lebih keras dari batu gaes...,0
2022-11-19T06:08:33Z,Laiba Zoya,kok aku seneng sii podcast bang densu .. dia tu tau Org indonesia YG DI LAWAN MALAH DIDEKETIN jadi dia sll kasih pertnyaan dgn jawaban yg dikulik biar penjawab mengluarkan jawaban2 lebih lebih lagii bukan sekedar jawab speerti bertentangan ... jd gue penonton mikir nya &quot;kok pertnyaan lu mewakili gue sii&quot; krn gue org nya gak butuh jawaban manis dimulut,0
2022-11-19T06:07:58Z,Lisa Lisa,mungkin mksd nya setidak nya kata &quot;maaf &quot; itu mngkn bisa ademin hati &amp; pride si Dr,0
2022-11-19T06:07:44Z,Kang baso,I love it💕,0
2022-11-19T06:06:44Z,Ela Nuraini,Ikut bahagia atas kemenangan kasus ini dok🥰🥰🥰,0
2022-11-19T06:06:23Z,Ayu Rahayu,Koh densu rep ngomong di sela terus sih🤣🤣🤣,0
2022-11-19T06:06:23Z,Bellelyn,Klinik saingannya Athena yang pakai hiddrokuinon apa itu? 😰,0
2022-11-19T06:06:22Z,Chicken Nuggets Angel,Iblis juga geleng2 ngeliat kelakuan si karput kali ya. Busuk bener punya hati.,1
2022-11-19T06:05:04Z,Nur ari,Sehat dokter richard,1
2022-11-19T06:04:37Z,cerita_bella,Jujur dokter richard dokter yang pertama buat gw melek mata soal skincare abal2. Tetep smangat sukses DRL ♥️,6
2022-11-19T06:04:30Z,Safela Sitorus,"Miris bgt ya,,ad manusia yg pncitraan dgn gamis  sampe keseret2 tp hati ny sebusuk septiteng.smg segera sadar ya si KP😔",0
2022-11-19T06:03:30Z,Bellelyn,"Sugesti baik, perilaku baik maka akan dapat karma baik, tuhan memberikan jalan kepada Dr Richard dengan proses kriminalisasi hukum 2th akhirnya diberikan hadiah yang sangat luar biasa yaitu menang pra peradilan.<br><br>Mengajarkan orang lain dengan modal banyak omong terkait agama namun dalam prakteknya tidak menjalankan dan tidak mencerminkan diri dari ceramah2 yang diilakukan itu disebut munafik.<br><br>Yuk belajar intropeksi diri, tampilan agamis belum tentu dia paham agama itu sendiri. Ngaku aja lah salah terus minta maaf toh suaminya penceramah maha memaafkan kan? Yaudah lah stop munafik.",0
2022-11-19T06:02:40Z,amelia marda,"Dokter semangat, nama baik dokter gapernah tercoreng, dokter selalu jadi inspirasi aku!🥰",0
2022-11-19T06:02:10Z,Lisa Lisa,"trauma ini bkn buat si Dr aja tp buat keluarga nya,",0
2022-11-19T06:01:49Z,Ario Vanish,Penyidik udah kek mafia aja nih haha,0
2022-11-19T06:01:26Z,TARYANA,"Podcast paling berkelas selama gw nonton konten nya bang densu,banyak hal yang dapat kita ambil,Hindari,dan di pelajari,,thanks bang den",0
2022-11-19T06:00:11Z,Amelia_mantappp,Dokter hebat😎😎😎,0
2022-11-19T05:57:48Z,Winda Yunita sari,Langsung ngakak pas dr richart lee bahas soal yutub deni.. Hahaha deni jwbnya soall cengli alias cuan.. Seketika gw ngakak.. Jwban yg gak di Harapkan ma dokter richard hahahaha suek bet lu den.,0
2022-11-19T05:57:43Z,nsa,"ayolah dok, semangat terus. kami msh butuh review dr dokter 😭 ayolah dok jgn berhenti mereview skincare abal2",0
2022-11-19T05:57:41Z,Mauza Izhar,Parah itu kasus kasian dr.. ko bisa KP bgtu  ya kan seorang muslim dan istri ulama  harusnya bisa berdamai  secara kekeluargaan,0
2022-11-19T05:56:32Z,Ario Vanish,Namanya juga indonesia dimana hukumnya kacau karena yg menjalankan hukum gk beres. Yg salah bukan hukumnya sih tapi yg menjalankan hukum. Seperti indonesia kacau karena yg menjalankan pemerintah juga kacau.,0
2022-11-19T05:55:09Z,ika pratiwi,ya aku juga sayang dan terima kasih sdh mengedukasi skincare,0
2022-11-19T05:54:49Z,misna joni,"Tinggal di Indonesia membela yg benar salah membongkar kebenaran juga salah berani bersuara nyawa kebebasan taruhannya jadi Lebih baik diam dan fokus untuk diri sendiri dan keluarga,",0
2022-11-19T05:50:56Z,Rahmat,Hebat 💪🏻,0
2022-11-19T05:50:17Z,Lia,kasian dr richard....kp..udah sih...ngotot amat.....hidup masing&quot; aja....anak banyak kan...butuh perhatian ibunya...ribet amat hidup...,1
2022-11-19T05:50:14Z,Li Kk,biarkan dok dia egk minta maaf karma itu berjalan kok,0
2022-11-19T05:47:40Z,Sauron,kyk gitu punya ya ni kata2 dr richard bisa viral loh wkwkw,0
2022-11-19T05:47:30Z,selvi maria magdalena,"Dr. Luar biasa selamat ya, tp aku percaya hidupmu ada di tangan Tuhan Yesus, bukan Krn luapan emosi mu membuka aib yg lainnya atau KP, udalah mengampuni dg tulus tanpa membuka unek2 dihati juga, sbb Kasih menutupi segala kesalahan Bos 😉",0
2022-11-19T05:47:30Z,Oki Setiawan,"Bener bang, derajat manusia tertinggi adalah kita bukan siapa siapa, biar mereka semua yg memandang kita siapa...",0
2022-11-19T05:46:37Z,Laiba Zoya,dari sini kita belajar ya sayang .. seorang dokter kondang berpendidikan aja bisa di manfaatin org yg di percaya nya .. aplagi kita yg bodoh jadii BELAJAR MENGANDALKAN DIRI SENDIRI DAN CUKUP BERANILAH MEMUTUSKAN MASALAH MU ...okay ..,0
2022-11-19T05:46:11Z,Adiba Aisyah,"Dokter Lee maaf ya , semoga dokter Lee selalu dilindungi Allah subhanahuwataala ,.. dan kembali lagi seperti dlu ,",0
2022-11-19T05:44:07Z,Savira Kusumadewi,"Agak kurang nyaman nonton dokter richard di podcast densu kali ini. Krn ngeliatnya densu mengasumsikan bahwa dokter richard seperti dirinya/ yg dia pikirkan dan terkesan sok tau misal ttg apa yg dibutuhkan dr richard bahkan sebenernya densu punya penilaian bahwasanya dr richard akan arogan, trs densu mencurigai bahwa dr richard cuan dari dia buat konten dll. Padahal kalo melihat dr richard sebenernya beliau ini merupakan sosok yg memang suka mengedukasi tp apesnya terjebak dalam situasi yg membuat dirinya punya masalah ini. Coba dilihat dari piramid abraham maslow ttg kebutuhan manusia, disini dr richard sebenernya jabatan sdh ada, dokter pinter, duit terbilang sudah cukup, ya memang panggilan hatinya utk mengedukasi masyarakat sehingga beliau dicintai oleh banyak org. Netral dalam wawancara itu perlu, independen bukan berarti tidak berpihak pada kebeneran yg ada. Buat dr richard semangat mengedukasi, lebih hati2 aja skrg dok, saya salut sm dokter, andai lebih banyak org spt dokter pasti masyarakat lebih teredukasi, tetapi ingat dok untuk selalu rendah hati, dan maafkanlah org2 yg telah menyakiti dokter. Soalnya kalo diperpanjang nantinya malah lebih banyak kebencian di dalamnya dok. Semangat utk kita semua semoga hidup kita lebih berkah krn kedamaian dan ketenangan jiwa diatas materi akan duniawi.",0
2022-11-19T05:41:14Z,Meidiana Tri Andini,Sumpah ya dri sni gue tau trnyata karput sma laki nya yg dipandang patut sma agama trnyata bgitu sifat nya🤣🤣🤣🤣,0
2022-11-19T05:39:05Z,enchistral art,"Udah gua duga sih dokter jadi kapok buat jujur tentang skincare abal Abal, padahal cuman dia doang dokter yang berani jujur, gua makasih banget Ama dr.richard, penting banget ada dokter, gua bisa tau mana yg baik dan buruk untuk kulit gua, gua pengen cantik jangka panjang, sampe tua muka gua tetep awet bagus, makasih banget buat dr, Richard, kalo kita gatau tu produk ada kandungan berbahaya, ya memang bagus di awal tapi akan terasa ketika tua nanti",2
2022-11-19T05:37:38Z,eni miliyardermuda,Dokter sebaiknya dikasih efek jera... biar ga ada kp kp yang lain...,0
2022-11-19T05:37:03Z,Jessica Hana,"Mnurut sy sih, dr richard, jgn bilang apa kelemahan dokter, ntah itu ketakutan, atau kepanikan atau apapun. Bilng aja hal2 yg umum dok. Soalnya klo blg  kelemahan dokter, yg disebrang itu, bisa gampang nyerang dokter lgi.",0
2022-11-19T05:36:04Z,Ike Cindia,"semangat trs utk dokter richard, semoga bisa lebih baik dan sukses",0
2022-11-19T05:33:54Z,Okita Daichi,"Ya Allah ,kalo sebelah masih mau memperpanjang lagi ,haduduh kok nggak capek ya....<br>dr.Richarde Lee ,semoga Tuhan YME senantiasa memberikan sehat dan perlindungan Nya kepada dr .Richard...dr.Richard memiliki banyak cinta dari kami ,jadi jangan dendam ya dok ,tetap miliki hati dokter yg baik..",0
2022-11-19T05:33:04Z,Vina Timorita,Berarti si KP pengikut abu jalal ya suka menyiksa 🤣,0
2022-11-19T05:32:44Z,million agnes,"Kasus pencemaran nama baik siapa sih sampai tersangkanya masuk ke sel yg sumpek kayak gitu? Jahat banget asli, ni orang2 gk punya hati.",0
2022-11-19T05:32:12Z,Ginger90 -,PEMBALASAN adalah hak Tuhan dok...,0
2022-11-19T05:31:28Z,Vita novy,"&quot;kalo lo engk salah, jangan minta maaf&quot; 👍",0
2022-11-19T05:31:11Z,Master,"udah terlanjur basah dok, lapor balik biar si artis rasain sesaknya sel penjara",0
2022-11-19T05:30:22Z,Cy Indrawati,"Densu, permintaan &quot;maaf&quot; dari orang yang menyakiti itu memang bukan hal yang terpenting. Sama seperti orang lain berhak untuk tidak minta maaf, sebenarnya kita sendiri juga harus bisa memaafkan meskipun tidak ada yang meminta maaf. Tapi kata dr. LEE ada benarnya juga, kalau ada &quot;maaf&quot; , proses pemulihan akan lebih baik daripada kalau tidak ada permintaan maaf sama sekali.",6
